original,corrected
قاشقها,قاشق‌ها
قاشق ها,قاشق‌ها
قاطبه ی,قاطبه‌ی
قاطعانه ی,قاطعانه‌ی
قاعده ی,قاعده‌ی
قالبگیری,قالب‌گیری
قالب گیری,قالب‌گیری
قالیبافی,قالی‌بافی
قالی بافی,قالی‌بافی
قالیچه ی,قالیچه‌ی
قالیهای,قالی‌های
قالی های,قالی‌های
قامتاند,قامت‌اند
قامت اند,قامت‌اند
قانعکننده,قانع‌کننده
قانع کننده,قانع‌کننده
قانونشکنی,قانون‌شکنی
قانون شکنی,قانون‌شکنی
قانونگذاری,قانون‌گذاری
قانون گذاری,قانون‌گذاری
قانونگزاران,قانون‌گزاران
قانون گزاران,قانون‌گزاران
قانونها,قانون‌ها
قانون ها,قانون‌ها
قانونهای,قانون‌های
قانون های,قانون‌های
قانونهایی,قانون‌هایی
قانون هایی,قانون‌هایی
قایقها,قایق‌ها
قایق ها,قایق‌ها
قایقهای,قایق‌های
قایق های,قایق‌های
قباله ها,قباله‌ها
قبلیاش,قبلی‌اش
قبلی اش,قبلی‌اش
قبیله های,قبیله‌های
قبیله ی,قبیله‌ی
قحطیها,قحطی‌ها
قحطی ها,قحطی‌ها
قدرت مند,قدرتمند
قدرت مندان,قدرتمندان
قدرت مندتر,قدرتمندتر
قدرت‌مند تر,قدرتمندتر
قدرت مند تر,قدرتمندتر
قدرت مندی,قدرتمندی
قدرتها,قدرت‌ها
قدرت ها,قدرت‌ها
قدر شناسی,قدرشناسی
قدمهای,قدم‌های
قدم های,قدم‌های
قدیماند,قدیم اند
قدیمیتر,قدیمی‌تر
قدیمی تر,قدیمی‌تر
قدیمیترین,قدیمی‌ترین
قدیمی ترین,قدیمی‌ترین
قراردهیم,قرار دهیم
قرارملاقاتمان,قرار ملاقاتمان
قرارداد های,قراردادهای
قراضه ی,قراضه‌ی
قرصها,قرص‌ها
قرص ها,قرص‌ها
قرصهای,قرص‌های
قرص های,قرص‌های
قرضهای,قرض‌های
قرض های,قرض‌های
قرضه ی,قرضه‌ی
قرعه کشی,قرعه‌کشی
قرمه سبزی,قرمه‌سبزی
قرنها,قرن‌ها
قرن ها,قرن‌ها
قریبالوقوع,قریب‌الوقوع
قریب الوقوع,قریب‌الوقوع
قرینه ی,قرینه‌ی
قزلآلا,قزل‌آلا
قزل آلا,قزل‌آلا
قزوینیها,قزوینی‌ها
قزوینی ها,قزوینی‌ها
قسمتهای,قسمت‌های
قسمت های,قسمت‌های
قسمتهایی,قسمت‌هایی
قسمت هایی,قسمت‌هایی
قشر های,قشرهای
قشنگترین,قشنگ‌ترین
قشنگ ترین,قشنگ‌ترین
قصابیها,قصابی‌ها
قصابی ها,قصابی‌ها
قصیده های,قصیده‌های
قضیه ی,قضیه‌ی
قطار ها,قطارها
قطبنما,قطب‌نما
قطب نما,قطب‌نما
قطره ای,قطره‌ای
قطره ی,قطره‌ی
قطعکردن,قطع‌کردن
قطع کردن,قطع‌کردن
قطعه ای,قطعه‌ای
قطعه ی,قطعه‌ی
قعله ی,قعله‌ی
قفسهای,قفس‌های
قفس های,قفس‌های
قفسه ها,قفسه‌ها
قفلهای,قفل‌های
قفل های,قفل‌های
قلبگاه,قلب گاه
قلبهای,قلب‌های
قلب های,قلب‌های
قلعه ها,قلعه‌ها
قلعه ی,قلعه‌ی
قلمکاری,قلم کاری
قلمتراشی,قلم‌تراشی
قلم تراشی,قلم‌تراشی
قلمموهای,قلم‌موهای
قلم‌مو های,قلم‌موهای
قلم موهای,قلم‌موهای
قلم مو های,قلم‌موهای
قلمها,قلم‌ها
قلم ها,قلم‌ها
قله ای,قله‌ای
قله های,قله‌های
قله ی,قله‌ی
قلوه سنگ,قلوه‌سنگ
قمار باز,قمارباز
قمار بازان,قماربازان
قند های,قندهای
قهقهه ی,قهقهه‌ی
قهوه ای,قهوه‌ای
قهوه ای اند,قهوه‌ای‌اند
قهوه‌ای اند,قهوه‌ای‌اند
قهوه ای‌اند,قهوه‌ای‌اند
قهوه خانه ای,قهوه‌خانه‌ای
قهوه خانه‌ای,قهوه‌خانه‌ای
قهوه‌خانه ای,قهوه‌خانه‌ای
قهوه خوری,قهوه‌خوری
قهوه ی,قهوه‌ی
قواره ای,قواره‌ای
قورمه سبزی,قورمه‌سبزی
قولهای,قول‌های
قول های,قول‌های
قولهایمان,قول‌هایمان
قول هایمان,قول‌هایمان
قوه ی,قوه‌ی
قویتر,قوی‌تر
قوی تر,قوی‌تر
قویتری,قوی‌تری
قوی تری,قوی‌تری
قیافه اش,قیافه‌اش
قیافه ای,قیافه‌ای
قیافه ی,قیافه‌ی
قیدساز,قید ساز
قیدو,قید و
قیمتها,قیمت‌ها
قیمت ها,قیمت‌ها
قیمتهای,قیمت‌های
قیمت های,قیمت‌های
کابینه ی,کابینه‌ی
کاتولیکهای,کاتولیک‌های
کاتولیک های,کاتولیک‌های
کاخها,کاخ‌ها
کاخ ها,کاخ‌ها
کادو هات,کادوهات
کارنکنی,کار نکنی
کار آفرینان,کارآفرینان
کار آمد,کارآمد
کاربر پسند,کاربرپسند
کاربرد های,کاربردهای
کارتلهای,کارتل‌های
کارتل های,کارتل‌های
کارخانه ها,کارخانه‌ها
کارخانه های,کارخانه‌های
کارخانه ی,کارخانه‌ی
کار شان,کارشان
کارشناسانه ی,کارشناسانه‌ی
کارکشته ها,کارکشته‌ها
کارگر ها,کارگرها
کارگر هاش,کارگرهاش
کارگر های,کارگرهای
کارمایه ی,کارمایه‌ی
کار ها,کارها
کار های,کارهای
کار هایش,کارهایش
کار هایشان,کارهایشان
کار هایی,کارهایی
کاریکاتور های,کاریکاتورهای
کاریهای,کاری‌های
کاری های,کاری‌های
کاستیها,کاستی‌ها
کاستی ها,کاستی‌ها
کاستیهای,کاستی‌های
کاستی های,کاستی‌های
کاسچاله ای,کاس‌چاله‌ای
کاس چاله‌ای,کاس‌چاله‌ای
کاس‌چاله ای,کاس‌چاله‌ای
کاس چاله ای,کاس‌چاله‌ای
کاسه ای,کاسه‌ای
کاسه ی,کاسه‌ی
کاشیها,کاشی‌ها
کاشی ها,کاشی‌ها
کاغذ ها,کاغذها
کاغذ های,کاغذهای
کافرانه ی,کافرانه‌ی
کالا ها,کالاها
کالا های,کالاهای
کالا هایی,کالاهایی
کامپایلر ها,کامپایلرها
کامپیوتر ها,کامپیوترها
کامپیوتر های,کامپیوترهای
کاملتر,کامل‌تر
کامل تر,کامل‌تر
کاملیاست,کاملی است
کامیابیهای,کامیابی‌های
کامیابی های,کامیابی‌های
کامیونرانی,کامیون‌رانی
کامیون رانی,کامیون‌رانی
کامیونها,کامیون‌ها
کامیون ها,کامیون‌ها
کانالهای,کانال‌های
کانال های,کانال‌های
کاهنده ی,کاهنده‌ی
کاهها,کاه‌ها
کاه ها,کاه‌ها
کپیبرداری,کپی‌برداری
کپی برداری,کپی‌برداری
کتابچه ی,کتابچه‌ی
کتابخانه ها,کتابخانه‌ها
کتابخانه ی,کتابخانه‌ی
کتابسوزانه ای,کتاب‌سوزانه‌ای
کتاب سوزانه ای,کتاب‌سوزانه‌ای
کتاب سوزانه‌ای,کتاب‌سوزانه‌ای
کتاب‌سوزانه ای,کتاب‌سوزانه‌ای
کتابفروشیها,کتاب‌فروشی‌ها
کتاب‌فروشی ها,کتاب‌فروشی‌ها
کتاب فروشی ها,کتاب‌فروشی‌ها
کتاب فروشی‌ها,کتاب‌فروشی‌ها
کتابها,کتاب‌ها
کتاب ها,کتاب‌ها
کتابهای,کتاب‌های
کتاب های,کتاب‌های
کتابهایش,کتاب‌هایش
کتاب هایش,کتاب‌هایش
کتابهایی,کتاب‌هایی
کتاب هایی,کتاب‌هایی
کتفهای,کتف‌های
کتف های,کتف‌های
کتفهایم,کتف‌هایم
کتف هایم,کتف‌هایم
کتککاری,کتک‌کاری
کتک کاری,کتک‌کاری
کتیبه ی,کتیبه‌ی
کجاهابودی,کجاها بودی
کدهایش,کد هایش
کران مند,کرانمند
کرانه ای,کرانه‌ای
کرانه های,کرانه‌های
کرانه ی,کرانه‌ی
کرایه ای,کرایه‌ای
کرایه ی,کرایه‌ی
کرتبندی,کرت‌بندی
کرت بندی,کرت‌بندی
کردنو,کردن و
کردندکه,کردند که
کردندمن,کردند من
کردن شان,کردنشان
کردنهای,کردن‌های
کردن های,کردن‌های
کرده ام,کرده‌ام
کرده اند,کرده‌اند
کرده اید,کرده‌اید
کرده ایم,کرده‌ایم
کرده های,کرده‌های
کرده هایش,کرده‌هایش
کرده ی,کرده‌ی
کرشمه ای,کرشمه‌ای
کرکدار,کرک‌دار
کرک دار,کرک‌دار
کرمزدایی,کرم زدایی
کرمها,کرم‌ها
کرم ها,کرم‌ها
کرنلهای,کرنل‌های
کرنل های,کرنل‌های
کره ی,کره‌ی
کژراهانه ی,کژ راهانه ی
کسانیکه,کسانی که
کسبوکارها,کسب و کارها
کسب و کار ها,کسب و کارها
کشانکشان,کشان‌کشان
کشان کشان,کشان‌کشان
کشتزاد,کشت زاد
کشتنشده,کشت نشده
کشتار گاه,کشتارگاه
کشت زار,کشتزار
کشتزار ها,کشتزارها
کشتیگیران,کشتی گیران
کشتیمدال,کشتی مدال
کشتیگیر,کشتی‌گیر
کشتی گیر,کشتی‌گیر
کشتیگیری,کشتی‌گیری
کشتی گیری,کشتی‌گیری
کشتیها,کشتی‌ها
کشتی ها,کشتی‌ها
کشتیهای,کشتی‌های
کشتی های,کشتی‌های
کشتیهایش,کشتی‌هایش
کشتی هایش,کشتی‌هایش
کشتیهایشان,کشتی‌هایشان
کشتی هایشان,کشتی‌هایشان
کشدار,کش‌دار
کش دار,کش‌دار
کش سانی,کشسانی
کشمکشهای,کشمکش‌های
کشمکش های,کشمکش‌های
کشور ها,کشورها
کشور هاست,کشورهاست
کشور ها ی,کشورهای
کشو ها ی,کشوهای
کشیده اند,کشیده‌اند
کشیده ای,کشیده‌ای
کشیده ی,کشیده‌ی
کفاره ی,کفاره‌ی
کفشها,کفش‌ها
کفش ها,کفش‌ها
کفشهام,کفش‌هام
کفش هام,کفش‌هام
کفشهای,کفش‌های
کفش های,کفش‌های
کفشهایتان,کفش‌هایتان
کفش هایتان,کفش‌هایتان
کفشهایش,کفش‌هایش
کفش هایش,کفش‌هایش
کفشهایم,کفش‌هایم
کفش هایم,کفش‌هایم
ککمکی,کک و مکی
ککمک,کک‌مک
کک مک,کک‌مک
کلاسها,کلاس‌ها
کلاس ها,کلاس‌ها
کلاسهات,کلاس‌هات
کلاس هات,کلاس‌هات
کلاسهای,کلاس‌های
کلاس های,کلاس‌های
کلاغها,کلاغ‌ها
کلاغ ها,کلاغ‌ها
کلافه ام,کلافه‌ام
کلان شهر هایی,کلان‌شهرهایی
کلان شهرهایی,کلان‌شهرهایی
کلانشهری,کلان‌شهری
کلان شهری,کلان‌شهری
کلاهبردار,کلاه‌بردار
کلاه بردار,کلاه‌بردار
کلاهبردارها,کلاه‌بردارها
کلاه بردارها,کلاه‌بردارها
کلاهخود,کلاه‌خود
کلاه خود,کلاه‌خود
کلاهها,کلاه‌ها
کلاه ها,کلاه‌ها
کلاههای,کلاه‌های
کلاه های,کلاه‌های
کلبه ای,کلبه‌ای
کلبه های,کلبه‌های
کلبه ی,کلبه‌ی
کلمه ی,کلمه‌ی
کله ات,کله‌ات
کله ام,کله‌ام
کلوخشکنی,کلوخ‌شکنی
کلوخ شکنی,کلوخ‌شکنی
کلیبافی,کلی‌بافی
کلی بافی,کلی‌بافی
کلید ها,کلیدها
کلید های,کلیدهای
کلید هایم,کلیدهایم
کلیشه ای,کلیشه‌ای
کلیه ها,کلیه‌ها
کلیه ی,کلیه‌ی
کماهمیتی,کم اهمیتی
کمباران,کم باران
کمارزشی,کم‌ارزشی
کم ارزشی,کم‌ارزشی
کماشتیاق,کم‌اشتیاق
کم اشتیاق,کم‌اشتیاق
کمالشهر,کمال‌شهر
کمال شهر,کمال‌شهر
کمانگیر,کمان‌گیر
کمان گیر,کمان‌گیر
کماهمیت,کم‌اهمیت
کم اهمیت,کم‌اهمیت
کماهمیتتر,کم‌اهمیت‌تر
کم اهمیت تر,کم‌اهمیت‌تر
کم اهمیت‌تر,کم‌اهمیت‌تر
کم‌اهمیت تر,کم‌اهمیت‌تر
کمبختترند,کم‌بخت‌ترند
کم‌بخت ترند,کم‌بخت‌ترند
کم بخت‌ترند,کم‌بخت‌ترند
کم بخت ترند,کم‌بخت‌ترند
کمپانیهای,کمپانی‌های
کمپانی های,کمپانی‌های
کمپشت,کم‌پشت
کم پشت,کم‌پشت
کمپیدا,کم‌پیدا
کم پیدا,کم‌پیدا
کمپینهای,کمپین‌های
کمپین های,کمپین‌های
کم تر,کمتر
کم تر ی,کمتری
کم ترین,کمترین
کمجمعیت,کم‌جمعیت
کم جمعیت,کم‌جمعیت
کمحواسی,کم‌حواسی
کم حواسی,کم‌حواسی
کمد های,کمدهای
